Date,Close,epoch_signal
2024-04-30,0.0015990000251037571,-1
2024-05-01,0.0015900000850452476,-1
2024-05-02,0.0016329999940885103,-1
2024-05-03,0.0017079999467525062,-1
2024-05-04,0.0018510000490356293,-1
2024-05-05,0.0018179999809461859,-1
2024-05-06,0.001715999983485591,-1
2024-05-07,0.0016080000322074605,-1
2024-05-08,0.0014860000344702209,-1
2024-05-09,0.0014810000746647053,-1
2024-05-10,0.0014509998905172787,-1
2024-05-11,0.0014220000929793541,-1
2024-05-12,0.0014629998649317607,-1
2024-05-13,0.0013320000290932515,0
2024-05-14,0.0013689999981629094,0
2024-05-15,0.0015569998904076047,0
2024-05-16,0.0014519999478656703,0
2024-05-17,0.0016060000240623593,0
2024-05-18,0.0014650000220990827,0
2024-05-19,0.0014180000412188126,0
2024-05-20,0.0017709999350569,0
2024-05-21,0.0017930001083431893,0
2024-05-22,0.001764999977654476,0
2024-05-23,0.0016850000212234552,0
2024-05-24,0.001664000013512752,0
2024-05-25,0.001588999894613421,0
2024-05-26,0.001547000053170451,0
2024-05-27,0.0015029999384768079,0
2024-05-28,0.00134799995204844,0
2024-05-29,0.0013500001204580958,0
2024-05-30,0.0012549999286704603,0
2024-05-31,0.0012220000818637855,0
2024-06-01,0.0012549999468181926,0
2024-06-02,0.0012180000385519805,0
2024-06-03,0.0013439999028300583,0
2024-06-04,0.0013110000209785022,0
2024-06-05,0.0013019999501278012,0
2024-06-06,0.0011759999467086074,0
2024-06-07,0.0011589998838563659,0
2024-06-08,0.001088000006081378,0
2024-06-09,0.0011179999834149705,0
2024-06-10,0.0010869999880278212,0
2024-06-11,0.0009319999842158493,0
2024-06-12,0.0010599999607938764,0
2024-06-13,0.0008550000671227791,0
2024-06-14,0.000795000069426392,0
2024-06-15,0.0008260000946415249,0
2024-06-16,0.0008619999901698163,0
2024-06-17,0.0009170000823225336,0
2024-06-18,0.0008720000433420599,0
2024-06-19,0.0009929999434528708,0
2024-06-20,0.001003999884813874,0
2024-06-21,0.0009869998772237434,0
2024-06-22,0.00106800007671416,0
2024-06-23,0.0009759999551257857,0
2024-06-24,0.0008999999258660366,0
2024-06-25,0.000982000028469438,0
2024-06-26,0.0009199999603808725,0
2024-06-27,0.0009330000919917114,0
2024-06-28,0.0008840000716447793,0
2024-06-29,0.0008449999829008003,0
2024-06-30,0.0008360000354619816,0
2024-07-01,0.0008130001010584794,0
2024-07-02,0.0008270000764977464,0
2024-07-03,0.0007709999661057704,0
2024-07-04,0.0006609999640497865,0
2024-07-05,0.0006479999100460603,0
2024-07-06,0.0007180000349950083,0
2024-07-07,0.0006319999911228533,0
2024-07-08,0.0006440000980249512,0
2024-07-09,0.000628999968424615,0
2024-07-10,0.00046499999618860113,0
2024-07-11,0.00039900008540258273,0
2024-07-12,0.00038499994213491806,0
2024-07-13,0.00040000003368969434,1
2024-07-14,0.0004009999565655927,1
2024-07-15,0.000575999990093846,1
2024-07-16,0.0007499999329747134,1
2024-07-17,0.0008500000704694574,1
2024-07-18,0.0008680000003442696,0
2024-07-19,0.000999000042982165,0
2024-07-20,0.00122199999069457,0
2024-07-21,0.001090999967848517,0
