window,buy_and_hold_return,strategy_return,alpha,buy_and_hold_prob,strategy_prob,alpha_prob
1,1.0,1.0,1.0,0.0,0.0,0.11443530291697832
2,1.0005063124557008,1.0039247033493723,1.0062233352169263,0.4281437125748503,0.10404191616766467,0.47380239520958084
3,1.0009362271976248,1.0081296378158735,1.0122527507432801,0.42621722846441945,0.1146067415730337,0.48389513108614235
4,1.0012147425077917,1.0128442937956448,1.018418426668687,0.4160419790104948,0.12893553223388307,0.5022488755622189
5,1.0015397841330465,1.0174733984806446,1.0244322554880634,0.41710427606901723,0.13953488372093023,0.5086271567891973
6,1.0021262252131815,1.0222872478973068,1.03042490518081,0.3918918918918919,0.14189189189189189,0.5322822822822822
7,1.0028742166330995,1.0273315356424284,1.0362514757184087,0.391435011269722,0.1517655897821187,0.5394440270473329
8,1.0036102118450896,1.0322935333871552,1.0420457004896122,0.37218045112781956,0.15413533834586465,0.556390977443609
9,1.0044220857997797,1.0374741107010519,1.0480962773403533,0.37020316027088035,0.16478555304740405,0.5665914221218962
10,1.0050571105122745,1.0424672827158388,1.0539853771909211,0.37650602409638556,0.1746987951807229,0.5677710843373494
11,1.0057422754791663,1.0475391004710541,1.059869014272595,0.37829691032403917,0.17935192162773173,0.5712132629992465
12,1.0066495130416446,1.0529335297636777,1.06577644750473,0.37631975867269984,0.1885369532428356,0.5822021116138764
13,1.0075277695360227,1.0582588992200506,1.0716456938621564,0.35924528301886793,0.1909433962264151,0.5962264150943396
14,1.0083562173913405,1.063629616279917,1.0774752713199305,0.3512084592145015,0.1903323262839879,0.6034743202416919
15,1.0092806390638975,1.0689968182032945,1.083382211306884,0.35147392290249435,0.19879062736205594,0.6099773242630385
16,1.010582670055735,1.0744725594905786,1.08956332386917,0.3615733736762481,0.20499243570347958,0.6059001512859304
17,1.0118215179730463,1.0799924282231212,1.0955821456279369,0.35730507191521577,0.21120363361090083,0.6184708554125662
18,1.0126489972807724,1.0854230971112955,1.1016163966329882,0.346969696969697,0.21666666666666667,0.6295454545454545
