2020-06-08,8.764399528603418,1
2020-06-09,9.004286766152246,1
2020-06-10,9.323558807473047,1
2020-06-11,8.755692482094629,1
2020-06-12,8.89130973825918,1
2020-06-15,9.131448745827539,1
2020-06-16,9.026684761147363,1
2020-06-17,9.19340991983877,1
2020-06-18,9.175496101479395,1
2020-06-19,9.218545913796289,1
2020-06-22,9.482818603615625,1
2020-06-23,9.406426429848535,1
2020-06-24,9.192913055519922,1
2020-06-25,9.446244239907129,1
2020-06-26,9.112784385781152,1
2020-06-29,9.157576561074121,1
2020-06-30,9.45395565042959,1
2020-07-01,9.486055374245508,0
2020-07-02,9.567930221657617,0
2020-07-06,9.793878555397852,0
2020-07-07,9.8262300492333,0
2020-07-08,10.168893814186914,0
2020-07-09,10.460541725258691,0
2020-07-10,10.430928230385645,0
2020-07-13,10.005898475746973,0
2020-07-14,10.329148292641504,0
2020-07-15,10.180092811684473,0
2020-07-16,10.088018417458398,0
2020-07-17,10.154459953408105,0
2020-07-20,10.462286949257715,0
2020-07-21,10.280875206093652,0
2020-07-22,10.390617370705469,0
2020-07-23,10.083037376503809,0
2020-07-24,10.147492408852441,0
2020-07-27,10.373442649941309,0
2020-07-28,10.168395042519434,0
2020-07-29,10.417243003945215,0
2020-07-30,10.565059661965234,0
2020-07-31,10.565804481606348,0
2020-08-03,10.95948314676748,0
2020-08-04,11.175976753334863,0
2020-08-05,11.23470687876211,0
2020-08-06,11.283230781655176,0
2020-08-07,11.147858619789941,0
2020-08-10,11.113517761330469,0
2020-08-11,10.799967765908105,0
2020-08-12,11.387497902016504,0
2020-08-13,11.390236854653223,0
2020-08-14,11.510677337746484,0
2020-08-17,12.280113220314844,0
2020-08-18,12.204216957192285,0
2020-08-19,12.08253002176748,0
2020-08-20,12.085017204384668,0
2020-08-21,12.625015258889063,0
2020-08-24,12.661598205666406,0
2020-08-25,12.69120979319082,0
2020-08-26,12.71410083780752,0
2020-08-27,12.57002067575918,0
2020-08-28,13.087126731972559,0
2020-08-31,13.312828064064844,0
2020-09-01,13.761385917763574,0
2020-09-02,14.284621238808496,0
2020-09-03,12.959362030129297,0
2020-09-04,12.568056106667383,0
2020-09-08,11.861618995766504,0
2020-09-09,12.66015911112295,0
2020-09-10,12.258646011452539,0
2020-09-11,12.112031936745508,0
2020-09-14,12.816727638344629,0
2020-09-15,12.934965133766992,0
