window,buy_and_hold_return,strategy_return,alpha,buy_and_hold_prob,strategy_prob,alpha_prob
1,1.0,1.0,1.0,0.0,0.0,0.07337367624810892
2,1.0063689197609338,1.0082498820646437,1.0046325372279306,0.4186222558667676,0.18470855412566237,0.3762301286903861
3,1.0152467747840075,1.0193210587418657,1.0090964194893624,0.4265151515151515,0.1893939393939394,0.37196969696969695
4,1.025627214099001,1.032103009827849,1.0136426159760856,0.4139499620924943,0.19029567854435178,0.38362395754359363
5,1.0361924487350307,1.0450703703849595,1.0182510047007856,0.4233687405159332,0.19726858877086495,0.37936267071320184
6,1.0467625176460458,1.0581587287508598,1.0228096395201696,0.4145785876993166,0.20425208807896736,0.3933181473044799
7,1.0574961715790319,1.0710886722258888,1.0272945846730825,0.4148936170212766,0.20592705167173253,0.3943768996960486
8,1.0690609962218798,1.0849158770260499,1.0316956728416442,0.42129277566539924,0.2220532319391635,0.4053231939163498
9,1.084059156672505,1.1020738529021163,1.0361302258486078,0.4216133942161339,0.22450532724505326,0.4063926940639269
10,1.1014443916100036,1.1217648159515818,1.0405354992682156,0.4211728865194212,0.22772277227722773,0.4097486671744098
11,1.1206118490108163,1.1432436359837739,1.0449547875701626,0.4092987804878049,0.22408536585365854,0.4169207317073171
12,1.1429023772382179,1.1679049666182217,1.0494847433050225,0.40122044241037375,0.2242562929061785,0.4241037376048818
13,1.1666882600762387,1.1943199326272425,1.0541909568872099,0.4030534351145038,0.2297709923664122,0.42748091603053434
14,1.1922229912403222,1.2226290271927152,1.0589837442541197,0.40565317035905274,0.23605805958747136,0.43086325439266615
15,1.218949216122957,1.2521165452639238,1.0637791208884235,0.4029051987767584,0.2392966360856269,0.43577981651376146
16,1.2475208473186157,1.2834991895814873,1.0687777123697288,0.39862280030604436,0.24560061208875286,0.4452945677123183
17,1.2776096136784278,1.3165120169439206,1.0737104112118407,0.40199081163859113,0.25267993874425726,0.445635528330781
18,1.3105266526642174,1.3523223988829132,1.0786889302107163,0.3938697318007663,0.25363984674329504,0.45440613026819926
19,1.3436391171798405,1.3881295617136415,1.0835948019992188,0.3964723926380368,0.2561349693251534,0.455521472392638
20,1.3749821493315812,1.422137730932281,1.0885120476532755,0.3844973138910207,0.25709900230237914,0.4673829623944743
21,1.4091158447978491,1.458675199757399,1.0935161858752507,0.39093701996927804,0.2626728110599078,0.4646697388632873
22,1.4457904971464157,1.4977271333365447,1.0987713992744639,0.3850883935434281,0.26671790930053807,0.4727132974634896
23,1.4826390522352586,1.5370011496422489,1.1039141178489444,0.3830769230769231,0.27,0.47692307692307695
24,1.5214822811506858,1.5786421336349385,1.1091366755776793,0.3856812933025404,0.2686682063125481,0.47421093148575827
25,1.561169229165911,1.620820730484213,1.1142411269689314,0.3828967642526965,0.27041602465331277,0.4776579352850539
26,1.6001939462213253,1.6622657386901594,1.1196132895097952,0.39321511179645335,0.2791056283731688,0.4764841942945258
27,1.6391338429660378,1.7036553885695087,1.1248665039351327,0.3896604938271605,0.2808641975308642,0.48225308641975306
28,1.677872724735724,1.744808413765873,1.1299233137325968,0.38996138996138996,0.28725868725868725,0.48416988416988416
29,1.7172035231518912,1.786518079503725,1.1350074607191871,0.38639876352395675,0.2882534775888717,0.490726429675425
