Date,Close,epoch_signal
2022-03-05,0.1686159968360636,-1
2022-03-06,0.15726600583438424,-1
2022-03-07,0.1484629959716261,-1
2022-03-08,0.14519900088713772,-1
2022-03-09,0.15337300302555376,-1
2022-03-10,0.13232499362588507,-1
2022-03-11,0.1395139991599784,-1
2022-03-12,0.13890700034971074,-1
2022-03-13,0.14020499582115248,-1
2022-03-14,0.15680900219148583,-1
2022-03-15,0.14722199745728481,-1
2022-03-16,0.15038099875563973,-1
2022-03-17,0.1549029946608209,-1
2022-03-18,0.15828000012404767,-1
2022-03-19,0.17132900653197594,-1
2022-03-20,0.16325999794546378,-1
2022-03-21,0.16652600468680986,-1
2022-03-22,0.1763010025240504,-1
2022-03-23,0.17493000631641475,-1
2022-03-24,0.1803490072596063,-1
2022-03-25,0.16363699735197812,-1
2022-03-26,0.16135999553676747,-1
2022-03-27,0.1688970028610017,-1
2022-03-28,0.1664949953119548,-1
2022-03-29,0.15298099807980273,-1
2022-03-30,0.16464300449445365,-1
2022-03-31,0.15110200641512017,-1
2022-04-01,0.2099689990530312,-1
2022-04-02,0.19344000516582668,-1
2022-04-03,0.20380599802364308,-1
2022-04-04,0.18733100598701455,-1
2022-04-05,0.170675992874846,-1
2022-04-06,0.15037100013506266,-1
2022-04-07,0.1523140073478247,-1
2022-04-08,0.13206300130360624,-1
2022-04-09,0.12703299528354475,-1
2022-04-10,0.12430399648876701,-1
2022-04-11,0.11285100138522329,-1
2022-04-12,0.11642300344938077,-1
2022-04-13,0.12085700033454179,-1
2022-04-14,0.1171550004938171,-1
2022-04-15,0.11590299762698382,-1
2022-04-16,0.11389700321041722,-1
2022-04-17,0.10785199697157014,-1
2022-04-18,0.1132329999614535,-1
2022-04-19,0.12477099901404144,-1
2022-04-20,0.1250039934191554,-1
2022-04-21,0.11404199898590851,-1
2022-04-22,0.11157699677376301,-1
2022-04-23,0.11144900321713215,-1
2022-04-24,0.11177200069653843,-1
2022-04-25,0.11169800167741452,-1
2022-04-26,0.10450500245524344,-1
2022-04-27,0.1022790000075959,-1
2022-04-28,0.09702599800134859,-1
2022-04-29,0.08691199877672384,-1
2022-04-30,0.07720399644946548,-1
2022-05-01,0.0855470002095037,-1
2022-05-02,0.08621499686478877,-1
2022-05-03,0.08843900255030943,-1
2022-05-04,0.10196000343494124,-1
2022-05-05,0.1017759963241257,-1
2022-05-06,0.09574799983818286,-1
2022-05-07,0.10718999799469103,-1
2022-05-08,0.09944199767397802,-1
2022-05-09,0.08698099855345338,-1
2022-05-10,0.0883949994857369,-1
2022-05-11,0.062389001179673276,-1
2022-05-12,0.05108600105387174,-1
2022-05-13,0.04611999916974083,-1
2022-05-14,0.05006799846234508,-1
2022-05-15,0.06728299707202215,-1
2022-05-16,0.0673549995467532,-1
2022-05-17,0.06820300213299975,-1
2022-05-18,0.06867499657911161,-1
2022-05-19,0.07827900356198124,-1
2022-05-20,0.07387399667672095,-1
2022-05-21,0.07926200335528452,-1
2022-05-22,0.0775929986734105,-1
2022-05-23,0.08599299930123384,-1
2022-05-24,0.08939000212425005,-1
2022-05-25,0.08992200338202914,-1
2022-05-26,0.08792799705476326,-1
2022-05-27,0.08664800236277906,-1
2022-05-28,0.08754099907644083,-1
2022-05-29,0.09278800337163337,-1
2022-05-30,0.09118600193168376,-1
2022-05-31,0.0933289975713608,-1
2022-06-01,0.0863630025807736,-1
2022-06-02,0.09683500224484363,-1
2022-06-03,0.09794999655786457,-1
