window,buy_and_hold_return,strategy_return,alpha,buy_and_hold_prob,strategy_prob,alpha_prob
1,1.0,1.0,1.0,0.0,0.0,0.12224108658743633
2,1.0005169006863242,1.0004697729347616,1.0036900963749475,0.4682899207248018,0.03680634201585504,0.4869762174405436
3,1.0010263628119938,1.000884185131435,1.007273786366618,0.4668555240793201,0.040793201133144476,0.49008498583569404
4,1.0014631727339085,1.0014115653922817,1.0107283142085608,0.4631519274376417,0.046485260770975055,0.49603174603174605
5,1.0018548670313874,1.002199072564152,1.0144956028755001,0.471355643788996,0.0476460578559274,0.48723766307430516
6,1.0022404154596938,1.0031345579371784,1.0184373238024815,0.4659477866061294,0.04937570942111237,0.492622020431328
7,1.0025580414122,1.0040362178024809,1.022270584915126,0.4599659284497445,0.049403747870528106,0.49290176036342986
8,1.0029673694476993,1.0047281957062246,1.0261323996185265,0.45852272727272725,0.05284090909090909,0.4971590909090909
9,1.0036030629073776,1.0057110995682912,1.0304028407533419,0.45082433200682204,0.05514496873223423,0.5048322910744741
10,1.0041916609402306,1.006547422542193,1.034593821793268,0.4579067121729238,0.06029579067121729,0.5
11,1.0049655922340164,1.0072847537866778,1.0388998111624366,0.46044393853158794,0.064314171883893,0.49971542401821284
12,1.0059512091790306,1.0081300232594264,1.0434006541720833,0.4527334851936219,0.06947608200455581,0.5079726651480638
13,1.0069544632245353,1.0091123619487024,1.0480582906113018,0.45413105413105415,0.0735042735042735,0.5082621082621083
14,1.0078734779891088,1.0101638644748172,1.0526475287580945,0.4418472063854048,0.07297605473204105,0.515963511972634
15,1.0092077492181237,1.011167000797318,1.0574527479279265,0.4375356531660011,0.07586993725042784,0.5213918996006845
16,1.0106125441423415,1.0122972721587236,1.0624254387205745,0.4343607305936073,0.07990867579908675,0.526255707762557
17,1.0121454912913024,1.0133714200721704,1.0673599325456158,0.42547115933752144,0.08338092518560822,0.5362649914334666
18,1.0136904051033533,1.0145523902149185,1.0725765949834667,0.41942857142857143,0.08685714285714285,0.5417142857142857
19,1.0152472202069365,1.0158019780640517,1.0779864326222273,0.41680960548885077,0.08976558033161806,0.5431675242995998
20,1.0169010874648774,1.0172338796435128,1.0834787201500213,0.41990846681922195,0.09210526315789473,0.5434782608695652
21,1.0183755014750908,1.0192151632250406,1.0891170913728405,0.41900400686891814,0.09730967372638809,0.54779622209502
22,1.0198142902166027,1.0211864854384463,1.095071427878172,0.41695303550973656,0.10252004581901489,0.5521191294387171
23,1.0213613428361052,1.0230384209979417,1.1010315236929558,0.42865329512893985,0.10716332378223496,0.5421203438395416
24,1.0229118608406393,1.0249709058442011,1.1071466671279704,0.4168577981651376,0.10894495412844037,0.5498853211009175
25,1.0246040842543152,1.0267735362454866,1.1133786755236446,0.42053930005737233,0.11187607573149742,0.5484796328169822
26,1.026515434531908,1.028610555075148,1.1198922980450337,0.4190585533869116,0.11653272101033295,0.5522388059701493
27,1.028473637850822,1.030463991761617,1.1265046997473238,0.4135554279149914,0.12004595060310166,0.5571510626076968
28,1.0304071733336602,1.032542105917833,1.1331806263840665,0.4160919540229885,0.12586206896551724,0.5580459770114943
29,1.0323680706745622,1.034699019001303,1.139911283110521,0.41748131109833236,0.12995974698102358,0.5600920069005175
30,1.0343057063445809,1.0372732054267342,1.1463711631992117,0.4177215189873418,0.13463751438434982,0.5598388952819332
31,1.0363975377027272,1.0398680331305725,1.1530614725149146,0.41796200345423146,0.13874496257915947,0.5613126079447323
32,1.0385247398448114,1.0421587171186535,1.1596817435451954,0.4205069124423963,0.14228110599078342,0.559331797235023
33,1.0408251486990903,1.0442594732015587,1.166333038443114,0.41786743515850144,0.14466858789625361,0.5608069164265129
34,1.0429379787948017,1.0463127648727126,1.1730061866480233,0.41926182237600923,0.14705882352941177,0.5622837370242214
35,1.0450188065757207,1.0485155796054966,1.1798743797757723,0.4171956145412579,0.1517599538372764,0.5637622619734565
36,1.047190939183975,1.0506406147685512,1.1867096177778054,0.424364896073903,0.1541570438799076,0.558891454965358
