Date,Close,Open,High,Low,Volume,pct_change,epoch_signal,weight,day_of_week,day_of_month,month,year
2013-01-02,35.119998931884766,34.91999816894531,35.400001525878906,34.099998474121094,13767900.0,0.007954885012182146,0.0,0.28703703703703703,2,2,1,2013
2013-01-03,34.83000183105469,35.0,35.0,34.15999984741211,16739300.0,0.020043711302674676,0.0,0.28703703703703703,3,3,1,2013
2013-01-04,34.38999938964844,34.619998931884766,34.88999938964844,34.25,21372100.0,0.03840142745552699,1.0,0.3564814814814815,4,4,1,2013
2013-01-07,34.459999084472656,34.150001525878906,35.45000076293945,34.150001525878906,17897100.0,0.040771923550630876,1.0,0.3564814814814815,0,7,1,2013
2013-01-08,33.709999084472656,34.290000915527344,34.63999938964844,33.36000061035156,17863300.0,0.0694526989974056,1.0,0.3564814814814815,1,8,1,2013
2013-01-09,33.900001525878906,33.61000061035156,33.95000076293945,33.61000061035156,18800400.0,0.06950583468610663,1.0,0.3564814814814815,2,9,1,2013
2013-01-10,34.0,33.65999984741211,34.0,33.33000183105469,15658100.0,0.07238968680886662,1.0,0.3564814814814815,3,10,1,2013
2013-01-11,33.849998474121094,33.59000015258789,33.900001525878906,33.349998474121094,11191500.0,0.08332721263157326,1.0,0.3564814814814815,4,11,1,2013
2013-01-14,34.09000015258789,34.0099983215332,34.25,33.79999923706055,11584900.0,0.08129214672563238,1.0,0.3564814814814815,0,14,1,2013
2013-01-15,34.599998474121094,33.709999084472656,34.720001220703125,33.709999084472656,13040200.0,0.06864164908708562,1.0,0.3564814814814815,1,15,1,2013
2013-01-16,35.540000915527344,34.470001220703125,35.540000915527344,34.45000076293945,16512700.0,0.04162558854637709,1.0,0.3564814814814815,2,16,1,2013
2013-01-17,36.41999816894531,35.75,36.70000076293945,35.75,14424800.0,0.015479166640481198,0.0,0.28703703703703703,3,17,1,2013
2013-01-18,37.31999969482422,36.43000030517578,37.31999969482422,36.040000915527344,17842200.0,-0.012191865066020227,-1.0,0.3564814814814815,4,18,1,2013
2013-01-22,36.41999816894531,36.97999954223633,37.25,35.93000030517578,15809700.0,0.010245093002365896,0.0,0.28703703703703703,1,22,1,2013
2013-01-23,37.79999923706055,36.90999984741211,37.84000015258789,36.5,10981600.0,-0.028670629444235936,-1.0,0.3564814814814815,2,23,1,2013
2013-01-24,37.459999084472656,37.790000915527344,38.52000045776367,37.22999954223633,11327100.0,-0.019654283632219195,-1.0,0.3564814814814815,3,24,1,2013
2013-01-25,37.59999847412109,37.52000045776367,37.84000015258789,36.63999938964844,8934600.0,-0.022323772900105274,-1.0,0.3564814814814815,4,25,1,2013
2013-01-28,36.88999938964844,37.650001525878906,37.869998931884766,36.709999084472656,7140100.0,-0.0005929700888021028,0.0,0.28703703703703703,0,28,1,2013
2013-01-29,37.310001373291016,36.709999084472656,37.459999084472656,36.25,8838500.0,-0.009380911259675134,0.0,0.28703703703703703,1,29,1,2013
2013-01-30,36.93000030517578,36.810001373291016,37.52999877929688,36.810001373291016,10841800.0,0.0034016836935276615,0.0,0.28703703703703703,2,30,1,2013
2013-01-31,36.68999862670898,36.84000015258789,36.93000030517578,36.27000045776367,10720700.0,0.011123627491315263,0.0,0.28703703703703703,3,31,1,2013
2013-02-01,37.18000030517578,36.84000015258789,37.20000076293945,36.52000045776367,9527500.0,-0.002353437598304371,0.0,0.28703703703703703,4,1,2,2013
2013-02-04,37.27999877929688,36.63999938964844,37.29999923706055,36.54999923706055,6348000.0,-0.005951562347790915,0.0,0.28703703703703703,0,4,2,2013
2013-02-05,37.20000076293945,37.41999816894531,37.72999954223633,37.18000030517578,7284400.0,-0.004284311278470135,0.0,0.28703703703703703,1,5,2,2013
2013-02-06,37.13999938964844,36.959999084472656,37.27999877929688,36.86000061035156,5738900.0,-0.0015481929591821264,0.0,0.28703703703703703,2,6,2,2013
2013-02-07,36.41999816894531,37.56999969482422,37.56999969482422,35.79999923706055,9872500.0,0.02131388230411918,0.0,0.28703703703703703,3,7,2,2013
2013-02-08,36.25,36.369998931884766,36.41999816894531,35.83000183105469,13858700.0,0.028275851545662707,1.0,0.3564814814814815,4,8,2,2013
2013-02-11,35.849998474121094,36.130001068115234,36.18000030517578,35.75,6032100.0,0.04304397239499794,1.0,0.3564814814814815,0,11,2,2013
2013-02-12,35.41999816894531,35.77000045776367,35.900001525878906,35.20000076293945,7473800.0,0.05935917498282201,1.0,0.3564814814814815,1,12,2,2013
2013-02-13,35.27000045776367,35.41999816894531,35.56999969482422,35.150001525878906,4859800.0,0.06753259229928685,1.0,0.3564814814814815,2,13,2,2013
2013-02-14,36.56999969482422,35.04999923706055,36.72999954223633,35.0099983215332,7570100.0,0.031463637913146755,1.0,0.3564814814814815,3,14,2,2013
2013-02-15,37.58000183105469,36.93000030517578,37.810001373291016,36.93000030517578,13296300.0,0.003060081377497463,0.0,0.28703703703703703,4,15,2,2013
2013-02-19,38.18999862670898,37.540000915527344,38.33000183105469,37.11000061035156,8292700.0,-0.01463076670822961,-1.0,0.3564814814814815,1,19,2,2013
2013-02-20,38.61000061035156,38.15999984741211,39.130001068115234,37.61000061035156,8096400.0,-0.02704936233991806,-1.0,0.3564814814814815,2,20,2,2013
2013-02-21,38.77999877929688,38.4900016784668,39.02999877929688,38.18999862670898,7260900.0,-0.03176570469009094,-1.0,0.3564814814814815,3,21,2,2013
2013-02-22,38.459999084472656,38.790000915527344,38.84999847412109,38.13999938964844,4490400.0,-0.024197198875467688,-1.0,0.3564814814814815,4,22,2,2013
2013-02-25,37.369998931884766,38.540000915527344,38.61000061035156,37.369998931884766,4665600.0,0.005920551705073787,0.0,0.28703703703703703,0,25,2,2013
2013-02-26,37.09000015258789,37.59999847412109,37.59999847412109,36.959999084472656,4463000.0,0.016834048636207147,0.0,0.28703703703703703,1,26,2,2013
2013-02-27,36.72999954223633,36.970001220703125,36.97999954223633,36.400001525878906,12238400.0,0.02979514358809411,1.0,0.3564814814814815,2,27,2,2013
2013-02-28,36.91999816894531,36.65999984741211,37.13999938964844,36.5,10321000.0,0.027965932437285818,1.0,0.3564814814814815,3,28,2,2013
2013-03-01,37.810001373291016,36.79999923706055,38.06999969482422,36.54999923706055,8929400.0,0.006264846773977942,0.0,0.28703703703703703,4,1,3,2013
