Date,Close,Open,High,Low,Volume,pct_change,epoch_signal,weight,day_of_week,day_of_month,month,year
2022-01-12,0.9327099919319153,1.5405369997024536,1.680503010749817,0.8903549909591675,1972711.0,0.0931382413539843,0.0,0.027009437032216074,2,12,1,2022
2022-01-13,1.0357589721679688,0.9326980113983154,1.2905030250549316,0.9303879737854004,404164.0,0.045508147710280666,0.0,0.027009437032216074,3,13,1,2022
2022-01-14,1.0034029483795166,1.0357660055160522,1.1105539798736572,0.9513869881629944,309935.0,0.22591674097919556,1.0,0.486495281483892,4,14,1,2022
2022-01-15,1.1623859405517578,1.0029220581054688,1.2403919696807861,0.97052001953125,214061.0,0.062290017229355454,0.0,0.027009437032216074,5,15,1,2022
2022-01-16,1.2977910041809082,1.1457420587539673,1.3338539600372314,1.1127150058746338,182502.0,-0.08767937089979849,0.0,0.027009437032216074,6,16,1,2022
2022-01-17,1.1717909574508667,1.2929799556732178,1.3804700374603271,1.0502229928970337,267762.0,-0.028162369229157214,0.0,0.027009437032216074,0,17,1,2022
2022-01-18,1.1962120532989502,1.1717710494995117,1.2502830028533936,1.1124210357666016,95898.0,-0.13192898259354624,-1.0,0.486495281483892,1,18,1,2022
2022-01-19,1.0813690423965454,1.1930819749832153,1.2304099798202515,1.035099983215332,124511.0,-0.17639866848649588,-1.0,0.486495281483892,2,19,1,2022
2022-01-20,0.9954249858856201,1.0813579559326172,1.1855360269546509,0.9376800060272217,305111.0,-0.2531531766190871,-1.0,0.486495281483892,3,20,1,2022
2022-01-21,0.7858089804649353,0.9954190254211426,0.9971550107002258,0.7201840281486511,247098.0,-0.09269489635183242,0.0,0.027009437032216074,4,21,1,2022
2022-01-22,0.7010509967803955,0.7842130064964294,0.7986029982566833,0.6601129770278931,120892.0,0.04835668089705525,0.0,0.027009437032216074,5,22,1,2022
2022-01-23,0.7248860001564026,0.7015290260314941,0.7519239783287048,0.6902490258216858,49437.0,-0.02980816044377166,0.0,0.027009437032216074,6,23,1,2022
2022-01-24,0.7450169920921326,0.7250909805297852,0.8670700192451477,0.6257979869842529,148881.0,-0.1778140811121509,-1.0,0.486495281483892,0,24,1,2022
2022-01-25,0.6615399718284607,0.7450190186500549,0.7453839778900146,0.6394010186195374,88841.0,-0.1773248619062297,-1.0,0.486495281483892,1,25,1,2022
2022-01-26,0.5635449886322021,0.6613929867744446,0.673820972442627,0.4379889965057373,135925.0,-0.06541444502404942,0.0,0.027009437032216074,2,26,1,2022
2022-01-27,0.5249199867248535,0.5629749894142151,0.6202110052108765,0.4274140000343323,193665.0,0.018858150661723805,0.0,0.027009437032216074,3,27,1,2022
2022-01-28,0.5284420251846313,0.5249199867248535,0.6071130037307739,0.4816409945487976,112269.0,0.05152594479496797,0.0,0.027009437032216074,4,28,1,2022
2022-01-29,0.5411959886550903,0.528439998626709,0.5825690031051636,0.459196001291275,111199.0,0.12030304318549312,0.0,0.027009437032216074,5,29,1,2022
2022-01-30,0.5701450109481812,0.5423370003700256,0.5882189869880676,0.5172590017318726,49289.0,0.11395260607816937,0.0,0.027009437032216074,6,30,1,2022
2022-01-31,0.6424620151519775,0.5701460242271423,0.6672840118408203,0.5619829893112183,73043.0,-0.04848611950728121,0.0,0.027009437032216074,0,31,1,2022
