Date,Close,Open,High,Low,Volume,pct_change,epoch_signal,weight,day_of_week,day_of_month,month,year
2024-11-30,0.20172899961471558,0.20746399462223053,0.23692099750041962,0.17883600294589996,23468708.0,1.1397423407337588,1.0,0.43820224719101125,5,30,11,2024
2024-12-01,0.1983650028705597,0.20172899961471558,0.22189900279045105,0.1486770063638687,21762982.0,1.1876133108118996,1.0,0.43820224719101125,6,1,12,2024
2024-12-02,0.2229509949684143,0.1983650028705597,0.2230139970779419,0.1506129950284958,21595901.0,0.9526960070952102,1.0,0.43820224719101125,0,2,12,2024
2024-12-03,0.2810249924659729,0.2229509949684143,0.3043229877948761,0.22294199466705322,37355098.0,0.5538911895783428,1.0,0.43820224719101125,1,3,12,2024
2024-12-04,0.21167699992656708,0.2810249924659729,0.2812429964542389,0.20648899674415588,24957218.0,1.070759368017203,1.0,0.43820224719101125,2,4,12,2024
2024-12-05,0.21267099678516388,0.21167699992656708,0.26312199234962463,0.18608300387859344,23934721.0,1.0674433768552674,1.0,0.43820224719101125,3,5,12,2024
2024-12-06,0.21901699900627136,0.2112399935722351,0.2659989893436432,0.21112599968910217,21364780.0,1.0093057464316113,1.0,0.43820224719101125,4,6,12,2024
2024-12-07,0.19610199332237244,0.21901699900627136,0.23292699456214905,0.1734279990196228,18633600.0,1.2474624002773256,1.0,0.43820224719101125,5,7,12,2024
2024-12-08,0.18236500024795532,0.1964849978685379,0.20188400149345398,0.16818000376224518,14055227.0,1.4232230178519194,1.0,0.43820224719101125,6,8,12,2024
2024-12-09,0.15655800700187683,0.1823749989271164,0.18246899545192719,0.14078199863433838,24154613.0,1.8300226853398807,1.0,0.43820224719101125,0,9,12,2024
2024-12-10,0.1887650042772293,0.15655800700187683,0.2023490071296692,0.15467800199985504,21869023.0,1.3527391097403632,1.0,0.43820224719101125,1,10,12,2024
2024-12-11,0.22111999988555908,0.1887650042772293,0.22379599511623383,0.17484800517559052,21708260.0,1.011497414357061,1.0,0.43820224719101125,2,11,12,2024
2024-12-12,0.18828700482845306,0.22111999988555908,0.2522670030593872,0.1847350001335144,25693289.0,1.3682055203854808,1.0,0.43820224719101125,3,12,12,2024
2024-12-13,0.22759799659252167,0.1873670071363449,0.2297690063714981,0.1800670027732849,22107770.0,0.9597665349164409,1.0,0.43820224719101125,4,13,12,2024
2024-12-14,0.2486259937286377,0.22759200632572174,0.28914499282836914,0.21992400288581848,30758965.0,0.7936873832310825,1.0,0.43820224719101125,5,14,12,2024
2024-12-15,0.30425000190734863,0.2486259937286377,0.3046950101852417,0.24862200021743774,26986649.0,0.46100034085887615,1.0,0.43820224719101125,6,15,12,2024
2024-12-16,0.24208900332450867,0.3042669892311096,0.3084160089492798,0.2389499992132187,32662143.0,0.8345249803480039,1.0,0.43820224719101125,0,16,12,2024
2024-12-17,0.22734400629997253,0.24208900332450867,0.2469470053911209,0.2237830013036728,20671240.0,0.9516052641139104,1.0,0.43820224719101125,1,17,12,2024
2024-12-18,0.2311200052499771,0.2273399978876114,0.29936501383781433,0.22541800141334534,52105397.0,0.9162568432512004,1.0,0.43820224719101125,2,18,12,2024
2024-12-19,0.2605539858341217,0.2311200052499771,0.2980790138244629,0.2300110012292862,41922910.0,0.6946829163206516,1.0,0.43820224719101125,3,19,12,2024
2024-12-20,0.3436329960823059,0.2605539858341217,0.35380199551582336,0.21424800157546997,79428858.0,0.27789932126465816,1.0,0.43820224719101125,4,20,12,2024
2024-12-21,0.3025209903717041,0.34357398748397827,0.3746599853038788,0.29951998591423035,109697602.0,0.4459134833861554,1.0,0.43820224719101125,5,21,12,2024
2024-12-22,0.2737100124359131,0.3025380074977875,0.310124009847641,0.268561989068985,52933316.0,0.5947819072229446,1.0,0.43820224719101125,6,22,12,2024
2024-12-23,0.33375799655914307,0.2736639976501465,0.3349339962005615,0.2639630138874054,57809622.0,0.30180430969926453,1.0,0.43820224719101125,0,23,12,2024
2024-12-24,0.30631500482559204,0.33375799655914307,0.34294500946998596,0.30401599407196045,54515911.0,0.4114521931150626,1.0,0.43820224719101125,1,24,12,2024
2024-12-25,0.3557089865207672,0.30631500482559204,0.3562049865722656,0.3020550012588501,60370447.0,0.20810904375539954,1.0,0.43820224719101125,2,25,12,2024
2024-12-26,0.35306501388549805,0.3558030128479004,0.37640801072120667,0.338703989982605,46550057.0,0.21063520869013472,1.0,0.43820224719101125,3,26,12,2024
2024-12-27,0.3599739968776703,0.35306400060653687,0.38572800159454346,0.3133699893951416,44795308.0,0.18019049201828538,1.0,0.43820224719101125,4,27,12,2024
2024-12-28,0.4159429967403412,0.3599739968776703,0.4218110144138336,0.34781399369239807,51454809.0,0.013291573747092975,0.0,0.1235955056179775,5,28,12,2024
2024-12-29,0.4978629946708679,0.4159429967403412,0.5163260102272034,0.40438300371170044,96277595.0,-0.16338296417981157,0.0,0.1235955056179775,6,29,12,2024
2024-12-30,0.533240020275116,0.49821099638938904,0.5552170276641846,0.4733630120754242,105250685.0,-0.22812520114453874,0.0,0.1235955056179775,0,30,12,2024
2024-12-31,0.6074259877204895,0.533240020275116,0.65003502368927,0.5119150280952454,131508903.0,-0.3337975276605185,-1.0,0.43820224719101125,1,31,12,2024
