Date,Close,Open,High,Low,Volume,pct_change,epoch_signal,weight,day_of_week,day_of_month,month,year
2021-11-29,0.0097599998116493,0.0115710003301501,0.0141660002991557,0.0097340000793337,288507.0,-0.7642989846810152,-1.0,0.35222319093286836,0,29,11,2021
2021-11-30,0.0097300000488758,0.0097570000216364,0.0107199996709823,0.0096819996833801,222752.0,-0.7746803229059943,-1.0,0.35222319093286836,1,30,11,2021
2021-12-01,0.0074100000783801,0.0097169997170567,0.0099590001627802,0.0074069998227059,174280.0,-0.7150801896536038,-1.0,0.35222319093286836,2,1,12,2021
2021-12-02,0.0071100001223385,0.0074100000783801,0.0077729998156428,0.0068729999475181,152956.0,-0.7139747536638107,-1.0,0.35222319093286836,3,2,12,2021
2021-12-03,0.0059079998172819,0.0070480001159012,0.0070969997905194,0.0058120000176131,48574.0,6.13577192062678,1.0,0.35222319093286836,4,3,12,2021
2021-12-04,0.0052200001664459,0.0059099998325109,0.0059329997748136,0.0047880001366138,28690.0,20.212315821550995,1.0,0.35222319093286836,5,4,12,2021
2021-12-05,0.0047749998047947,0.0052209999412298,0.0054049999453127,0.0047720000147819,22350.0,36.72846897436334,1.0,0.35222319093286836,6,5,12,2021
2021-12-06,0.0047510000877082,0.0047840001061558,0.0047969999723136,0.0044040000066161,16580.0,48.980691849051475,1.0,0.35222319093286836,0,6,12,2021
2021-12-07,0.005202000029385,0.00475599989295,0.0053469999693334,0.0047360002063214,12779.0,53.77624055437771,1.0,0.35222319093286836,1,7,12,2021
2021-12-08,0.0050750002264976,0.0052109998650848,0.0052729998715221,0.0048290002159774,11788.0,66.1569734334386,1.0,0.35222319093286836,2,8,12,2021
2021-12-09,0.0050130002200603,0.0050659999251365,0.0053489999845623,0.0049290000461041,10500.0,77.0015495222061,1.0,0.35222319093286836,3,9,12,2021
2021-12-10,0.0053389999084174,0.0050059999339282,0.0054859998635947,0.0049840002320706,15490.0,82.63285737305533,1.0,0.35222319093286836,4,10,12,2021
2021-12-11,0.0053790002129971,0.0053320000879466,0.0054480000399053,0.0052000000141561,10775.0,93.55648487069885,1.0,0.35222319093286836,5,11,12,2021
2021-12-12,0.0058309999294579,0.005377999972552,0.00583800021559,0.0053550000302493,9184.0,98.67645065053594,1.0,0.35222319093286836,6,12,12,2021
2021-12-13,0.0054500000551342,0.0058289999142289,0.0058749997988343,0.0054049999453127,14531.0,120.02575601459384,1.0,0.35222319093286836,0,13,12,2021
2021-12-14,0.0055080000311136,0.0054489998146891,0.0055809998884797,0.0053380001336336,12759.0,132.3873371760732,1.0,0.35222319093286836,1,14,12,2021
2021-12-15,0.0059059998020529,0.0055080000311136,0.0059360000304877,0.0053150001913309,15539.0,135.74405320652028,1.0,0.35222319093286836,2,15,12,2021
2021-12-16,0.0059810001403093,0.005909000057727,0.0062130000442266,0.0058289999142289,14740.0,145.26284712566277,1.0,0.35222319093286836,3,16,12,2021
2021-12-17,0.0060109999030828,0.0059810001403093,0.0061710001900792,0.0058289999142289,9230.0,155.1721755851953,1.0,0.35222319093286836,4,17,12,2021
2021-12-18,0.0050650001503527,0.0060120001435279,0.0060169999487698,0.0048919999971985,24031.0,198.8617059000158,1.0,0.35222319093286836,5,18,12,2021
2021-12-19,0.0049649998545646,0.0050650001503527,0.0051870001479983,0.0049519999884068,24565.0,218.10250350104818,1.0,0.35222319093286836,6,19,12,2021
2021-12-20,0.0042849997989833,0.0049640000797808,0.0049939998425543,0.0042019998654723,14700.0,270.05382750046977,1.0,0.35222319093286836,0,20,12,2021
2021-12-21,0.0040959999896585,0.0042880000546574,0.0043569998815655,0.0040819998830556,13894.0,299.27413426877024,1.0,0.35222319093286836,1,21,12,2021
2021-12-22,0.0039470000192523,0.0040930001996457,0.0041200001724064,0.0039459997788071,6746.0,328.1842301674904,1.0,0.35222319093286836,2,22,12,2021
2021-12-23,0.0029120000544935,0.0039479997940361,0.0039550000801682,0.0028109999839216,24032.0,469.8322574348697,1.0,0.35222319093286836,3,23,12,2021
2021-12-24,0.0028089999686926,0.002915000077337,0.0029269999358803,0.0027920000720769,25082.0,511.72860221880984,1.0,0.35222319093286836,4,24,12,2021
2021-12-25,0.0026569999754428,0.0028019999153912,0.0028359999414533,0.0026360000483691,7890.0,565.6852771214873,1.0,0.35222319093286836,5,25,12,2021
2021-12-26,0.0026479999069124,0.0026549999602138,0.0027179999742656,0.0026140001136809,6128.0,591.5427424495265,1.0,0.35222319093286836,6,26,12,2021
2021-12-27,0.0027040001004934,0.0026440001092851,0.0027399999089539,0.0026320000179111,3546.0,602.8313028398322,1.0,0.35222319093286836,0,27,12,2021
2021-12-28,0.0025400000158697,0.0027000000700354,0.0027010000776499,0.002521000104025,1275.0,665.6512487814406,1.0,0.35222319093286836,1,28,12,2021
2021-12-29,0.0023990001063793,0.0025359999854117,0.0025579999200999,0.0023970000911504,1064.0,730.7379919834768,1.0,0.35222319093286836,2,29,12,2021
2021-12-30,0.002422000048682,0.0024009998887777,0.0024530000519007,0.0023809999693185,801.0,748.6819352452543,1.0,0.35222319093286836,3,30,12,2021
2021-12-31,0.002377999946475,0.0024200000334531,0.002464999910444,0.0023550000041723,382.0,785.7295380967761,1.0,0.35222319093286836,4,31,12,2021
2022-01-01,0.0024230000562965,0.002377999946475,0.0024290001019835,0.002371999900788,474.0,793.1210246456296,1.0,0.35222319093286836,5,1,1,2022
2022-01-02,0.0023590000346302,0.0024230000562965,0.0024290001019835,0.0023320000618696,2117.0,836.6579324268973,1.0,0.35222319093286836,6,2,1,2022
2022-01-03,0.0019209999591112,0.0023590000346302,0.0023650000803172,0.0019209999591112,9308.0,1054.685898796207,1.0,0.35222319093286836,0,3,1,2022
2022-01-04,0.0015069999499246,0.0019219999667257,0.0019270000047981,0.0015069999499246,16668.0,1381.8217457023225,1.0,0.35222319093286836,1,4,1,2022
2022-01-05,0.0014009999576956,0.0015069999499246,0.0015290000010281,0.0013579999795183,9019.0,1523.3973680813988,1.0,0.35222319093286836,2,5,1,2022
2022-01-06,0.0013200000394135,0.0014009999576956,0.0014029999729245,0.0012890000361949,2154.0,1660.8057865772628,1.0,0.35222319093286836,3,6,1,2022
2022-01-07,0.0012469999492168,0.0013200000394135,0.0013259999686852,0.0012240000069141,1708.0,1809.9036612019981,1.0,0.35222319093286836,4,7,1,2022
2022-01-08,0.0012440000427886,0.0012469999492168,0.0012829999905079,0.0012440000427886,0.0,1861.2439508990458,1.0,0.35222319093286836,5,8,1,2022
2022-01-09,0.0011980000417679,0.0012440000427886,0.0012440000427886,0.0011940000113099,0.0,1978.6989500965333,1.0,0.35222319093286836,6,9,1,2022
2022-01-10,0.0011739999754354,0.0011980000417679,0.0012400000123307,0.0011360000353306,331.0,2065.797036893546,1.0,0.35222319093286836,0,10,1,2022
2022-01-11,0.0012750000460073,0.0011739999754354,0.0012910000514239,0.0011630000080913,381.0,1948.2525140711193,1.0,0.35222319093286836,1,11,1,2022
2022-01-12,0.0013370000524446,0.0012750000460073,0.0013439999893307,0.0012600000482052,0.0,1902.5686406950408,1.0,0.35222319093286836,2,12,1,2022
2022-01-13,0.0013299999991431,0.0013370000524446,0.0013439999893307,0.0013099999632686,0.0,1958.1523447134568,1.0,0.35222319093286836,3,13,1,2022
2022-01-14,0.0013229999458417,0.0013299999991431,0.0013449999969452,0.0012880000285804,0.0,2019.9380919717203,1.0,0.35222319093286836,4,14,1,2022
2022-01-15,0.0013229999458417,0.0013229999458417,0.0013229999458417,0.0013229999458417,0.0,2068.351274770741,1.0,0.35222319093286836,5,15,1,2022
2022-01-16,0.0013229999458417,0.0013229999458417,0.0013229999458417,0.0013229999458417,0.0,2113.867652227207,1.0,0.35222319093286836,6,16,1,2022
2022-01-17,0.001300000003539,0.0013229999458417,0.0013729999773204,0.0012880000285804,0.0,2196.1444926392687,1.0,0.35222319093286836,0,17,1,2022
2022-01-18,0.0012929999502375,0.001300000003539,0.0013129999861121,0.0012850000057369,0.0,2254.993556070572,1.0,0.35222319093286836,1,18,1,2022
2022-01-19,0.0012659999774768,0.0012929999502375,0.0012949999654665,0.0012420000275596,86.0,2346.4093789344633,1.0,0.35222319093286836,2,19,1,2022
2022-01-20,0.0012039999710395,0.0012659999774768,0.0013079999480396,0.0012039999710395,93.0,2513.8843723709383,1.0,0.35222319093286836,3,20,1,2022
2022-01-21,0.0010290000354871,0.0012039999710395,0.0012039999710395,0.0010199999669566,373.0,2997.247736384542,1.0,0.35222319093286836,4,21,1,2022
2022-01-22,0.0009640000062063,0.0010290000354871,0.0010479999473318,0.0009159999899566,340.0,3255.6672830083044,1.0,0.35222319093286836,5,22,1,2022
2022-01-23,0.0009629999985918,0.0009640000062063,0.0009640000062063,0.0009629999985918,0.0,3314.4223770904573,1.0,0.35222319093286836,6,23,1,2022
2022-01-24,0.0009960000170394,0.0009629999985918,0.001007999991998,0.0009089999948628,274.0,3257.147849235172,1.0,0.35222319093286836,0,24,1,2022
2022-01-25,0.0004529999860096,0.0009960000170394,0.0010049999691545,0.0004309999931138,18499.0,7282.2973674022105,1.0,0.35222319093286836,1,25,1,2022
2022-01-26,0.000441000011051,0.0004529999860096,0.0004689999914262,0.0004309999931138,17802.0,7616.150555402426,1.0,0.35222319093286836,2,26,1,2022
2022-01-27,0.000441000011051,0.000441000011051,0.000441000011051,0.000441000011051,0.0,7764.13412298621,1.0,0.35222319093286836,3,27,1,2022
2022-01-28,0.000441000011051,0.000441000011051,0.000441000011051,0.000441000011051,0.0,7899.982772348986,1.0,0.35222319093286836,4,28,1,2022
2022-01-29,0.0004539999936241,0.000441000011051,0.0004539999936241,0.000441000011051,60.0,7801.550589617355,1.0,0.35222319093286836,5,29,1,2022
2022-01-30,0.000438999995822,0.0004539999936241,0.0004569999873638,0.0004370000096969,0.0,8201.617788320169,1.0,0.35222319093286836,6,30,1,2022
2022-01-31,0.000438999995822,0.000438999995822,0.000438999995822,0.000438999995822,0.0,8327.597365339485,1.0,0.35222319093286836,0,31,1,2022
2022-02-01,0.0004490000137593,0.000438999995822,0.000452000007499,0.000438999995822,133.0,8254.583028813111,1.0,0.35222319093286836,1,1,2,2022
2022-02-02,0.0004290000069886,0.0004490000137593,0.00044999999227,0.0004269999917596,121.0,8769.449497256901,1.0,0.35222319093286836,2,2,2,2022
2022-02-03,0.0004290000069886,0.0004290000069886,0.0004290000069886,0.0004290000069886,0.0,8901.837389663537,1.0,0.35222319093286836,3,3,2,2022
2022-02-04,0.0004290000069886,0.0004290000069886,0.0004290000069886,0.0004290000069886,0.0,9027.399624635998,1.0,0.35222319093286836,4,4,2,2022
2022-02-05,0.0004949999856762,0.0004290000069886,0.00050199998077,0.0004290000069886,0.0,7939.848016593641,1.0,0.35222319093286836,5,5,2,2022
2022-02-06,0.0004949999856762,0.0004949999856762,0.0004949999856762,0.0004949999856762,0.0,8057.14308232859,1.0,0.35222319093286836,6,6,2,2022
