Date,Close,Open,High,Low,Volume,pct_change,epoch_signal,weight,day_of_week,day_of_month,month,year
1986-03-13,0.059125352750880815,0.053846628672052914,0.06176532195162949,0.053846628672052914,1031788800.0,-0.009919178641972769,-1.0,0.15478707339172454,3,13,3,1986
1986-03-14,0.06123683611617813,0.05912534670071115,0.06229318798518422,0.05912534670071115,308160000.0,-0.04884678003744166,-1.0,0.15478707339172454,4,14,3,1986
1986-03-17,0.06229317943320999,0.06123682770922609,0.06282105171460732,0.06123682770922609,133171200.0,-0.07250961528481673,-1.0,0.15478707339172454,0,17,3,1986
1986-03-18,0.06070895503030548,0.062293179025313186,0.062821051303254,0.06018108275236466,67766400.0,-0.0541031452794,-1.0,0.15478707339172454,1,18,3,1986
1986-03-19,0.05965323011146317,0.060708975014881796,0.0612368474665911,0.05912535765975385,47894400.0,-0.04031268179192102,-1.0,0.15478707339172454,2,19,3,1986
1986-03-20,0.05806957940326462,0.05965319584882043,0.05965319584882043,0.05754170725474602,58435200.0,-0.013130412279138507,-1.0,0.15478707339172454,3,20,3,1986
1986-03-21,0.05648597339854965,0.058069590136820434,0.05912533462900096,0.05543022890636913,59990400.0,0.01869027127741886,1.0,0.15478707339172454,4,21,3,1986
1986-03-24,0.0549023375915123,0.056485953779759006,0.056485953779759006,0.0543744655287634,65289600.0,0.05341554618309109,1.0,0.15478707339172454,0,24,3,1986
1986-03-25,0.055958092312677,0.05490234798727397,0.055958092312676996,0.05437447582457245,32083200.0,0.037733475461953526,1.0,0.15478707339172454,1,25,3,1986
1986-03-26,0.05754171694384346,0.055958100231632134,0.058069589181247244,0.05543022799422836,22752000.0,0.012231616311755733,1.0,0.15478707339172454,2,26,3,1986
1986-03-27,0.05859746048913727,0.05754171603107667,0.05859746048913727,0.05754171603107667,16848000.0,-0.004003716297058609,-1.0,0.15478707339172454,3,27,3,1986
1986-03-31,0.05806957940326462,0.058597451551783225,0.058597451551783225,0.05701383510622742,12873600.0,0.010100597323830347,1.0,0.15478707339172454,0,31,3,1986
1986-04-01,0.05754171694384346,0.058069589181247244,0.058069589181247244,0.05754171694384347,11088000.0,0.026501967221315245,1.0,0.15478707339172454,1,1,4,1986
1986-04-02,0.05806957940326462,0.05754170725474602,0.059125323700301824,0.05754170725474602,27014400.0,0.02323115929139663,1.0,0.15478707339172454,2,2,4,1986
1986-04-03,0.05859746048913727,0.05859746048913727,0.060181077176228163,0.05859746048913727,23040000.0,0.02302289625632649,1.0,0.15478707339172454,3,3,4,1986
1986-04-04,0.05859746048913727,0.05859746048913727,0.05912533271816757,0.05859746048913727,26582400.0,0.03303349733515063,1.0,0.15478707339172454,4,4,4,1986
1986-04-07,0.05754171694384346,0.05859746141865102,0.059125333656054796,0.05648597246903591,16560000.0,0.06014261668464046,1.0,0.15478707339172454,0,7,4,1986
1986-04-08,0.05806957940326462,0.05754170725474602,0.059125323700301824,0.05754170725474602,10252800.0,0.05757717618141197,1.0,0.15478707339172454,1,8,4,1986
1986-04-09,0.059125352750880815,0.05806960793511524,0.059653225158763604,0.05806960793511524,12153600.0,0.041668501735297646,1.0,0.15478707339172454,2,9,4,1986
1986-04-10,0.05965323011146317,0.05912535765975385,0.06018110256317248,0.05806961275633523,13881600.0,0.03490871864182821,1.0,0.15478707339172454,3,10,4,1986
1986-04-11,0.06070895503030548,0.06018108275236466,0.06176530674737237,0.06018108275236466,17222400.0,0.02850633516841763,1.0,0.15478707339172454,4,11,4,1986
1986-04-14,0.06123683611617813,0.06070896376231139,0.06176531563131748,0.06070896376231139,12153600.0,0.03784066730131546,1.0,0.15478707339172454,0,14,4,1986
1986-04-15,0.06123683611617813,0.06123683611617814,0.06123683611617814,0.05912534670071115,9302400.0,0.056998838784403545,1.0,0.15478707339172454,1,15,4,1986
1986-04-16,0.06334892670379409,0.061236830326735985,0.06387679900775482,0.060708958022775254,31910400.0,0.03286825450161409,1.0,0.15478707339172454,2,16,4,1986
1986-04-17,0.06387682269082794,0.06334895019115235,0.06387682269082794,0.06334895019115235,22003200.0,0.03167799278123979,1.0,0.15478707339172454,3,17,4,1986
